"Dataset","Window","WindowStart","WindowEnd","Model","Raw_Time","Sym_Time","Raw_NLL","Sym_NLL","SpeedUp","Param1_Name","Param1_Raw","Param1_Sym","Param2_Name","Param2_Raw","Param2_Sym","Param_AbsDiff","Raw_Conv","Sym_Conv"
"MIMIC-III",556,277501,287500,"gamma",0.0669999999809079,0.00200000000768341,37460.0739834799,16106.7331307783,33.4999998617568,"shape",241.989132339321,243.125102719208,"rate",1.5157101814537,1.52105693840676,0.570658568420256,TRUE,TRUE
"MIMIC-III",557,278001,288000,"normal",0.0089999999909196,0.00099999998928979,37229.0110700167,15872.1421140088,9.00000008731149,"mu",159.481994043996,159.68950239527,"sigma",10.0137833124614,10.0477652775894,0.120745158200835,TRUE,TRUE
"MIMIC-III",557,278001,288000,"gamma",0.0570000000006985,0.00200000000768341,37328.432688055,15973.2847993151,28.4999998908606,"shape",247.921403538454,249.621286891735,"rate",1.55454122069251,1.56305322664218,0.854197679615135,TRUE,TRUE
"MIMIC-III",558,278501,288500,"normal",0.00800000000162981,0.00100000001839362,37197.5100452126,15883.6594957216,7.99999985448085,"mu",158.939195185948,159.097561040122,"sigma",9.98228559153305,10.0597264124665,0.117903337553653,TRUE,TRUE
"MIMIC-III",558,278501,288500,"gamma",0.0620000000053551,0.00200000000768341,37281.5239710111,15973.0312557616,30.9999998835847,"shape",248.559720905309,247.748642475132,"rate",1.56386643434217,1.55709979727952,0.408922533619964,TRUE,TRUE
"MIMIC-III",559,279001,289000,"normal",0.00799999997252598,0.00100000001839362,37179.8803017189,15909.5579566426,7.99999982537702,"mu",158.455001573988,158.564091939992,"sigma",9.9647119906651,10.0845797452507,0.114479060294511,TRUE,TRUE
"MIMIC-III",559,279001,289000,"gamma",0.0639999999839347,0.00200000000768341,37209.3527436515,15957.1906531024,31.9999998690328,"shape",250.642011402056,244.143772654938,"rate",1.58178575893433,1.53973454881128,3.27014497862066,TRUE,TRUE
"MIMIC-III",560,279501,289500,"normal",0.00700000001234002,0.00099999998928979,37136.34874804,15873.243811208,7.00000008731149,"mu",158.163002692663,158.274069661095,"sigma",9.92142831650749,10.0460059482943,0.117822300109315,TRUE,TRUE
"MIMIC-III",560,279501,289500,"gamma",0.0579999999899883,0.00200000000768341,37151.6876812335,15909.0917182647,28.9999998835847,"shape",252.664533241463,245.711616547885,"rate",1.59749865564761,1.55246889263901,3.49897322829367,TRUE,TRUE
"MIMIC-III",561,280001,290000,"normal",0.00699999998323619,0.00100000001839362,37008.1670966892,15780.9982124711,6.99999985448085,"mu",157.768703293473,157.887179261652,"sigma",9.79505951519897,9.94867868417737,0.136047568578608,TRUE,TRUE
"MIMIC-III",561,280001,290000,"gamma",0.0669999999809079,0.00200000000768341,37006.3464510676,15800.4647053346,33.4999998617568,"shape",258.793727338735,250.041966206085,"rate",1.64033604785818,1.58369774265537,4.40419971892627,TRUE,TRUE
"MIMIC-III",562,280501,290500,"normal",0.00800000000162981,0,36983.9635659366,15735.2460759426,NA,"mu",157.214500384383,157.376237287211,"sigma",9.7713818830876,9.90090212322099,0.145628571480475,TRUE,TRUE
"MIMIC-III",562,280501,290500,"gamma",0.100999999995111,0.00200000000768341,36955.4973364303,15732.80064689,50.4999998035491,"shape",259.607420718588,251.862651270373,"rate",1.6512941276354,1.60041056697594,3.89782650443695,TRUE,TRUE
"MIMIC-III",563,281001,291000,"normal",0.0099999999802094,0.00100000001839362,36675.4508963356,15426.791964055,9.99999979627319,"mu",156.405200127591,156.595815601968,"sigma",9.47452847416237,9.58311365649774,0.149600328356088,TRUE,TRUE
"MIMIC-III",563,281001,291000,"gamma",0.0750000000116415,0.00200000000768341,36626.2667433067,15410.6300376157,37.4999998617568,"shape",274.463661812082,266.881189473505,"rate",1.75482409276193,1.70430059177691,3.81649791978105,TRUE,TRUE
"MIMIC-III",564,281501,291500,"normal",0.00800000000162981,0.00100000001839362,36521.6315374471,15269.8825874834,7.99999985448085,"mu",156.003075480892,156.151241784595,"sigma",9.32989473538497,9.42548113840283,0.121876353360369,TRUE,TRUE
"MIMIC-III",564,281501,291500,"gamma",0.0849999999918509,0.00200000000768341,36459.7595946383,15242.8968985321,42.499999832653,"shape",282.317386441234,274.8800526043,"rate",1.80969057440008,1.76038363035043,3.74332039049208,TRUE,TRUE
"MIMIC-III",565,282001,292000,"normal",0.00900000002002344,0.00099999998928979,36084.1590783549,14852.046157124,9.00000011641532,"mu",155.662400396696,155.786241520377,"sigma",8.93054514700323,9.01111816254183,0.102207069609612,TRUE,TRUE
"MIMIC-III",565,282001,292000,"gamma",0.0719999999855645,0.00200000000768341,35936.7284645226,14755.9361205964,35.9999998544808,"shape",312.142576203644,303.607600710337,"rate",2.00525326916746,1.94890779240147,4.29566048503624,TRUE,TRUE
"MIMIC-III",566,282501,292500,"normal",0.0089999999909196,0,36018.4932176278,14784.3862003042,NA,"mu",155.52360153446,155.615255242937,"sigma",8.87209659765156,8.94699346421563,0.0832752875204017,TRUE,TRUE
"MIMIC-III",566,282501,292500,"gamma",0.0719999999855645,0.00200000000768341,35866.4674474985,14683.834658567,35.9999998544808,"shape",316.018231032444,307.587670785065,"rate",2.03196578560117,1.97663186121373,4.2429470858835,TRUE,TRUE
"MIMIC-III",567,283001,293000,"normal",0.0089999999909196,0.00099999998928979,35764.0266943988,14539.2914555102,9.00000008731149,"mu",155.548399976103,155.610516599934,"sigma",8.64917776960058,8.71319880681106,0.0630688305208134,TRUE,TRUE
"MIMIC-III",567,283001,293000,"gamma",0.0540000000037253,0.00200000000768341,35572.8251014897,14409.22083519,26.9999998981366,"shape",335.363572515803,326.228597818411,"rate",2.15600548744477,2.09647924281064,4.5972504710131,TRUE,TRUE
"MIMIC-III",568,283501,293500,"normal",0.00800000000162981,0.00099999998928979,33866.026350513,12978.7126376819,8.00000008731149,"mu",154.791205709378,154.867926422414,"sigma",7.15393682302898,7.34209542027397,0.13243965514045,TRUE,TRUE
"MIMIC-III",568,283501,293500,"gamma",0.088000000017928,0.00199999997857958,33753.2051271636,12910.7063199624,44.0000004802132,"shape",478.320644754974,449.860614550929,"rate",3.09010083028042,2.9048622217072,14.3226344063094,TRUE,TRUE
"MIMIC-III",569,284001,294000,"normal",0.0089999999909196,0.00099999998928979,31804.3832644258,11395.8582014454,9.00000008731149,"mu",154.074610646465,154.161727099829,"sigma",5.82114291015943,6.119971466064,0.192972504634294,TRUE,TRUE
"MIMIC-III",569,284001,294000,"gamma",0.0899999999965075,0.00200000000768341,31811.3957461112,11401.80823998,44.999999825377,"shape",698.86992520548,632.891957109007,"rate",4.53590333799248,4.10543559170469,33.2042179213807,TRUE,TRUE
"MIMIC-III",570,284501,294500,"normal",0.00800000000162981,0.00099999998928979,31875.0925958938,11409.6977260171,8.00000008731149,"mu",154.361199493967,154.417885476355,"sigma",5.8624702178031,6.12823189497523,0.161223829780146,TRUE,TRUE
"MIMIC-III",570,284501,294500,"gamma",0.0530000000144355,0.00099999998928979,31892.6617815267,11422.8018828236,53.0000005820766,"shape",689.954254531692,632.285002569104,"rate",4.46976908775915,4.09469037409885,29.0221653381239,TRUE,TRUE
"MIMIC-III",571,285001,295000,"normal",0.00800000000162981,0.00099999998928979,31693.2313437375,11270.7591189491,8.00000008731149,"mu",154.547569621743,154.622497596087,"sigma",5.75682411376863,6.02731562445006,0.172709742512847,TRUE,TRUE
"MIMIC-III",571,285001,295000,"gamma",0.0619999999762513,0.00200000000768341,31703.0920911074,11279.6870650034,30.9999998690328,"shape",718.105874541586,656.033529532312,"rate",4.64650215074057,4.24285682791934,31.2379951660478,TRUE,TRUE
"MIMIC-III",572,285501,295500,"normal",0.00900000002002344,0.00099999998928979,31555.0895742077,11151.6415743516,9.00000011641532,"mu",155.316835082589,155.428955846443,"sigma",5.67783117451521,5.94176988379699,0.188029736567873,TRUE,TRUE
"MIMIC-III",572,285501,295500,"gamma",0.0620000000053551,0.00099999998928979,31557.5829053419,11158.3982062839,62.0000006693881,"shape",746.694575113238,682.248071131766,"rate",4.80755711377318,4.38949981124801,32.4322806419988,TRUE,TRUE
"MIMIC-III",573,286001,296000,"normal",0.00800000000162981,0.00099999998928979,31300.514194271,10962.1890479152,8.00000008731149,"mu",155.230785132637,155.34106560484,"sigma",5.53511251437336,5.80896422250717,0.192066090168794,TRUE,TRUE
"MIMIC-III",573,286001,296000,"gamma",0.0549999999930151,0.00200000000768341,31308.5662391931,10974.4812817198,27.4999998908606,"shape",784.169091407437,712.412481843533,"rate",5.05159850124365,4.58617124952428,36.1110184078118,TRUE,TRUE
"MIMIC-III",574,286501,296500,"normal",0.00800000000162981,0.00100000001839362,31085.9934514229,10760.3139122857,7.99999985448085,"mu",155.421600381353,155.568005695692,"sigma",5.41764429704404,5.67507510362804,0.201918060461104,TRUE,TRUE
"MIMIC-III",574,286501,296500,"gamma",0.0610000000160653,0.00199999997857958,31103.0302562202,10777.2305408306,30.5000003346941,"shape",818.866857131091,747.56778687254,"rate",5.26868028329053,4.80548320435583,35.8811336687426,TRUE,TRUE
"MIMIC-III",575,287001,297000,"normal",0.00800000000162981,0.00099999998928979,30951.7446233163,10598.4342148669,8.00000008731149,"mu",155.839299986355,155.975049087533,"sigma",5.34539681948296,5.56618959449836,0.178270938096921,TRUE,TRUE
"MIMIC-III",575,287001,297000,"gamma",0.0620000000053551,0.00200000000768341,30978.9349742188,10621.3923883842,30.9999998835847,"shape",843.962241773479,779.9591159176,"rate",5.41559208287819,5.00060419991897,32.2090568694188,TRUE,TRUE
"MIMIC-III",576,287501,297500,"normal",0.00800000000162981,0.00099999998928979,30936.2142915905,10544.8464061053,8.00000008731149,"mu",155.952691343399,156.068121957641,"sigma",5.337088964208,5.53053403316771,0.154437841601067,TRUE,TRUE
"MIMIC-III",576,287501,297500,"gamma",0.0530000000144355,0.00099999998928979,30966.3730494692,10569.0468616946,53.0000005820766,"shape",847.483840493287,790.797557890496,"rate",5.43426368078041,5.06706572974771,28.5267402769119,TRUE,TRUE
"MIMIC-III",577,288001,298000,"normal",0.00800000000162981,0.00099999998928979,33014.9867523906,12087.9307691761,8.00000008731149,"mu",156.491240927046,156.57236585602,"sigma",6.57015931412259,6.63145137742969,0.0712084961407293,TRUE,TRUE
"MIMIC-III",577,288001,298000,"gamma",0.0589999999792781,0.00100000001839362,32954.2433568489,12031.745247975,58.9999988940545,"shape",573.332912106515,562.924095162664,"rate",3.6637070663399,3.59539108720437,5.23856646149326,TRUE,TRUE
"MIMIC-III",578,288501,298500,"normal",0.00800000000162981,0.00100000001839362,33360.9577501573,12296.2136171601,7.99999985448085,"mu",156.419399888575,156.547664101664,"sigma",6.80159822977849,6.79752278097227,0.0661698309472043,TRUE,TRUE
"MIMIC-III",578,288501,298500,"gamma",0.0630000000237487,0.00199999997857958,33278.7242578471,12218.8280915137,31.500000349246,"shape",536.894026729101,538.005246463596,"rate",3.43239888553084,3.43679225203018,0.557806550497323,TRUE,TRUE
"MIMIC-III",579,289001,299000,"normal",0.0089999999909196,0,33189.0531929808,12058.0141933242,NA,"mu",156.619099914693,156.800940806186,"sigma",6.68567410489189,6.62022074730637,0.123647124539124,TRUE,TRUE
"MIMIC-III",579,289001,299000,"gamma",0.0670000000100117,0.00099999998928979,33106.1266916405,11977.111648329,67.0000007275958,"shape",557.067997581062,569.496699541648,"rate",3.55683004723654,3.63209053832361,6.25198122583623,TRUE,TRUE
"MIMIC-III",580,289501,299500,"normal",0.0089999999909196,0.00100000001839362,33464.2236497803,12265.6118303392,8.99999982537702,"mu",156.253196904457,156.443102628341,"sigma",6.87219905342673,6.77514640651827,0.143479185396362,TRUE,TRUE
"MIMIC-III",580,289501,299500,"gamma",0.0599999999976717,0.00200000000768341,33378.4933367647,12181.8808655277,29.9999998835847,"shape",524.968873193588,541.487379449984,"rate",3.35972996550145,3.46134939232497,8.31006284160959,TRUE,TRUE
"MIMIC-III",581,290001,300000,"normal",0.00800000000162981,0.00099999998928979,33633.0055732656,12456.2872291651,8.00000008731149,"mu",156.063099304349,156.235198607398,"sigma",6.9891727510794,6.9191112444129,0.12108040485791,TRUE,TRUE
"MIMIC-III",581,290001,300000,"gamma",0.0679999999993015,0.00099999998928979,33544.0975471598,12373.8034077438,68.0000007275958,"shape",506.675737163458,517.675022765791,"rate",3.24660748832668,3.3135300308788,5.53310407244263,TRUE,TRUE
"MIMIC-III",582,290501,300500,"normal",0.00800000000162981,0.00099999998928979,33812.4897524238,12641.7790246538,8.00000008731149,"mu",156.076300001026,156.235238445085,"sigma",7.11574735860127,7.06615336275685,0.104266219951654,TRUE,TRUE
"MIMIC-III",582,290501,300500,"gamma",0.0859999999811407,0.00100000001839362,33758.4026339717,12583.4030678455,85.9999983992894,"shape",485.464393242276,493.76136326132,"rate",3.11042953140946,3.16047359673712,4.17350704218586,TRUE,TRUE
"MIMIC-III",583,291001,301000,"normal",0.00700000001234002,0,33802.313601671,12648.8277209148,NA,"mu",156.120699330774,156.258713694235,"sigma",7.10851212600291,7.0711383743155,0.0876940575741738,TRUE,TRUE
"MIMIC-III",583,291001,301000,"gamma",0.0750000000116415,0.00099999998928979,33749.28670891,12590.9749848102,75.0000008149073,"shape",486.590307949636,493.089111864123,"rate",3.11675662273506,3.15569424234996,3.26887076705109,TRUE,TRUE
"MIMIC-III",584,291501,301500,"normal",0.0059999999939464,0.00099999998928979,33727.6074099479,12606.0037923068,6.00000005820766,"mu",156.221694543394,156.354114302336,"sigma",7.05560167304719,7.03739764531017,0.0753118933395429,TRUE,TRUE
"MIMIC-III",584,291501,301500,"gamma",0.0609999999869615,0.00200000000768341,33676.3212861624,12549.0439999277,30.4999998763087,"shape",494.401235686904,498.372797516084,"rate",3.16474061713916,3.18756282559079,1.99719201881588,TRUE,TRUE
"MIMIC-III",585,292001,302000,"normal",0.00800000000162981,0,33687.8759133166,12598.4417985419,NA,"mu",156.483800047284,156.676582888506,"sigma",7.0276264077018,7.03040204491835,0.0977792392191024,TRUE,TRUE
"MIMIC-III",585,292001,302000,"gamma",0.0979999999981374,0.00200000000768341,33647.1393729038,12550.6799653512,48.9999998108251,"shape",498.960440538963,500.561366167925,"rate",3.18857515454987,3.19496939943576,0.803659936923768,TRUE,TRUE
"MIMIC-III",586,292501,302500,"normal",0.00800000000162981,0,33648.1451129646,12549.284400443,NA,"mu",156.530799347582,156.776473511157,"sigma",6.99976184743034,6.99147082593425,0.126982592535669,TRUE,TRUE
"MIMIC-III",586,292501,302500,"gamma",0.0679999999993015,0.00200000000768341,33603.9171105576,12500.8382946992,33.9999998690328,"shape",503.599070695752,506.914317518446,"rate",3.21725173367362,3.23345593456269,1.66572551179154,TRUE,TRUE
"MIMIC-III",587,293001,303000,"normal",0.00799999997252598,0.00100000001839362,33771.2913245319,12664.6311941412,7.99999982537702,"mu",156.394113981188,156.713933599917,"sigma",7.08649142813797,7.08184638576359,0.162232330551682,TRUE,TRUE
"MIMIC-III",587,293001,303000,"gamma",0.0729999999748543,0.00200000000768341,33731.7279873701,12622.8760085456,36.4999998472049,"shape",490.049919705076,493.04089398848,"rate",3.13342929201729,3.14621656587759,1.50188077863215,TRUE,TRUE
"MIMIC-III",588,293501,303500,"normal",0.0089999999909196,0,33696.00620556,12606.8278506694,NA,"mu",156.275308897468,156.651752724372,"sigma",7.03334471774732,7.0374233590023,0.190261234079741,TRUE,TRUE
"MIMIC-III",588,293501,303500,"gamma",0.0760000000009313,0.00200000000768341,33653.8715047414,12565.539331908,37.9999998544808,"shape",496.967260824606,498.871748716325,"rate",3.18007477487877,3.18469156653612,0.954552341688223,TRUE,TRUE
"MIMIC-III",589,294001,304000,"normal",0.0100000000093132,0.00099999998928979,33665.5185978567,12568.4576873331,10.0000001164153,"mu",156.098015749431,156.476471661779,"sigma",7.01193924476909,7.00850374337568,0.190945706870782,TRUE,TRUE
"MIMIC-III",589,294001,304000,"gamma",0.0639999999839347,0.00200000000768341,33616.9863513001,12523.2058192659,31.9999998690328,"shape",499.504868038751,502.280646214475,"rate",3.19994324749576,3.21004784184152,1.39294138503462,TRUE,TRUE
"MIMIC-III",590,294501,304500,"normal",0.00800000000162981,0.00099999998928979,33600.5525932066,12533.7385498224,8.00000008731149,"mu",155.87829982019,156.267737317313,"sigma",6.96652925880799,6.9828209789364,0.202864608625576,TRUE,TRUE
"MIMIC-III",590,294501,304500,"gamma",0.0599999999976717,0.00100000001839362,33541.9893541473,12480.9506418524,59.9999988940545,"shape",505.639606149437,505.339507832859,"rate",3.24380965596837,3.23391417793288,0.154996897307054,TRUE,TRUE
"MIMIC-III",591,295001,305000,"normal",0.00700000001234002,0.00099999998928979,33622.1599971802,12546.8156775173,7.00000008731149,"mu",155.947797768676,156.316865163643,"sigma",6.98159573982694,6.99242402649481,0.189947840817732,TRUE,TRUE
"MIMIC-III",591,295001,305000,"gamma",0.0529999999853317,0.00100000001839362,33564.1577034542,12493.3558536146,52.9999990104698,"shape",503.842086712688,504.302389643154,"rate",3.23083735331702,3.22626039291503,0.23243994543389,TRUE,TRUE
"MIMIC-III",592,295501,305500,"normal",0.00700000001234002,0.00099999998928979,33718.5478508518,12662.0955032108,7.00000008731149,"mu",155.787021089725,156.16870473614,"sigma",7.04920783008898,7.08425322441276,0.208364520369237,TRUE,TRUE
"MIMIC-III",592,295501,305500,"gamma",0.0640000000130385,0.00199999997857958,33665.0406519998,12612.3109528186,32.000000349246,"shape",492.772640950934,489.869339669757,"rate",3.16311738160063,3.13690324819297,1.46475770729239,TRUE,TRUE
"MIMIC-III",593,296001,306000,"normal",0.00800000000162981,0,33801.9418838425,12716.8531886643,NA,"mu",155.83499923983,156.203422710297,"sigma",7.1082485712007,7.12670696218585,0.193440930726405,TRUE,TRUE
"MIMIC-III",593,296001,306000,"gamma",0.0690000000176951,0.00099999998928979,33751.041079745,12668.1512529473,69.0000007566996,"shape",484.652058357308,484.099795539094,"rate",3.11003295916259,3.09926736786702,0.281514204754982,TRUE,TRUE
"MIMIC-III",594,296501,306500,"normal",0.00699999998323619,0.00100000001839362,33873.6570081747,12756.9192221258,6.99999985448085,"mu",155.890499066403,156.243237829354,"sigma",7.15940665177168,7.15781976345571,0.177162825633269,TRUE,TRUE
"MIMIC-III",594,296501,306500,"gamma",0.0609999999869615,0.00100000001839362,33826.301727127,12710.536289149,60.9999988649506,"shape",477.742419593782,479.922022780838,"rate",3.06460205003729,3.07173597369778,1.09336855535827,TRUE,TRUE
"MIMIC-III",595,297001,307000,"normal",0.00900000002002344,0.00099999998928979,33900.1067792828,12819.6804163919,9.00000011641532,"mu",155.810202358386,156.162140574921,"sigma",7.17837180608337,7.20752798676496,0.190547198608287,TRUE,TRUE
"MIMIC-III",595,297001,307000,"gamma",0.0689999999885913,0.00099999998928979,33850.5207206356,12770.3445510381,69.0000007275958,"shape",474.933502049567,473.063828395135,"rate",3.04815339748997,3.02941114347799,0.944207954222021,TRUE,TRUE
"MIMIC-III",596,297501,307500,"normal",0.00700000001234002,0.00099999998928979,33959.9606695659,12903.0905305116,7.00000008731149,"mu",155.922694587841,156.302866543819,"sigma",7.22145997972521,7.27287046276858,0.215791219510924,TRUE,TRUE
"MIMIC-III",596,297501,307500,"gamma",0.0609999999869615,0.00200000000768341,33917.3680800215,12859.5800266502,30.4999998763087,"shape",469.303379952355,464.928507521629,"rate",3.00984597297566,2.97463050961673,2.20504394704234,TRUE,TRUE
"MIMIC-III",597,298001,308000,"normal",0.0100000000093132,0,32348.0948243657,11724.6713233272,NA,"mu",155.33678365937,155.72107439473,"sigma",6.14645705641992,6.38337552783095,0.310604603385601,TRUE,TRUE
"MIMIC-III",597,298001,308000,"gamma",0.0610000000160653,0.00199999997857958,32384.726917763,11743.0755522389,30.5000003346941,"shape",632.95663830629,591.687143094541,"rate",4.07474085431609,3.79977353571284,20.7722312651762,TRUE,TRUE
"MIMIC-III",598,298501,308500,"normal",0.00800000000162981,0.00099999998928979,31787.6529686558,11310.3335780054,8.00000008731149,"mu",155.543299546762,155.949966574521,"sigma",5.81143256871323,6.07381214044569,0.334523299745542,TRUE,TRUE
"MIMIC-III",598,298501,308500,"gamma",0.0709999999962747,0.00200000000768341,31868.2058715089,11361.1054043153,35.4999998617568,"shape",703.755615065471,650.77827004781,"rate",4.52449917057626,4.17308079668533,26.6643816957763,TRUE,TRUE
"MIMIC-III",599,299001,309000,"normal",0.00700000001234002,0.00099999998928979,31800.4882709148,11313.1343957929,7.00000008731149,"mu",155.663297579479,156.052812262759,"sigma",5.81889244325292,6.07635719500815,0.323489717517682,TRUE,TRUE
"MIMIC-III",599,299001,309000,"gamma",0.0629999999946449,0.0029999999969732,31883.7204373754,11365.8407636706,21.0000000194026,"shape",702.720094138154,650.620818862916,"rate",4.5143506781188,4.16933359061655,26.2221461813698,TRUE,TRUE
"MIMIC-III",600,299501,309500,"normal",0.0089999999909196,0.00100000001839362,31595.2355495379,11205.2875867345,8.99999982537702,"mu",156.037101400233,156.404263671757,"sigma",5.70067794596365,6.00238576185577,0.334435043708,TRUE,TRUE
"MIMIC-III",600,299501,309500,"gamma",0.0770000000193249,0.00099999998928979,31682.0541287507,11260.8833923461,77.0000008440111,"shape",735.104194873751,669.022136421657,"rate",4.7110851973369,4.27761686915524,33.257763390138,TRUE,TRUE
"MIMIC-III",601,300001,310000,"normal",0.00800000000162981,0.00099999998928979,31682.7749909497,11184.3437321991,8.00000008731149,"mu",156.34999902728,156.727823322644,"sigma",5.75080207115434,5.98900854737646,0.308015385792975,TRUE,TRUE
"MIMIC-III",601,300001,310000,"gamma",0.0590000000083819,0.00099999998928979,31764.4857571101,11237.7270464825,59.0000006402843,"shape",726.4062918406,674.77670430092,"rate",4.64606812507905,4.3055130847682,25.9850712899951,TRUE,TRUE
"MIMIC-III",602,300501,310500,"normal",0.0100000000093132,0,31686.8540225516,11235.6645110447,NA,"mu",156.908312291419,157.304012152814,"sigma",5.75314529774823,6.01289790760931,0.327726235627825,TRUE,TRUE
"MIMIC-III",602,300501,310500,"gamma",0.0670000000100117,0.00099999998928979,31723.4472225923,11265.5036597937,67.0000007275958,"shape",737.207767930981,678.159039681363,"rate",4.69833422705988,4.31121492058596,29.7179237780461,TRUE,TRUE
"MIMIC-III",603,301001,311000,"normal",0.00800000000162981,0,32221.8281847898,11643.2625262916,NA,"mu",157.201800182931,157.623150788457,"sigma",6.06930513072284,6.14564992538675,0.24884770009515,TRUE,TRUE
"MIMIC-III",603,301001,311000,"gamma",0.0769999999902211,0.00099999998928979,32377.6823528353,11709.5353366196,77.0000008149073,"shape",649.212397418747,646.388410001733,"rate",4.12980491900497,4.10094811832551,1.42642210884656,TRUE,TRUE
"MIMIC-III",604,301501,311500,"normal",0.00699999998323619,0.00100000001839362,32401.0334693774,11779.7912505424,6.99999985448085,"mu",157.300203968273,157.746430859064,"sigma",6.17905836504853,6.24540903114182,0.256288778442087,TRUE,TRUE
"MIMIC-III",604,301501,311500,"gamma",0.0619999999762513,0.00200000000768341,32565.0589734583,11854.5132573078,30.9999998690328,"shape",626.173627970691,625.908477449031,"rate",3.98076285894842,3.967916068662,0.138998655973016,TRUE,TRUE
"MIMIC-III",605,302001,312000,"normal",0.0119999999878928,0.00099999998928979,35011.1927039376,13514.9645160635,12.0000001164153,"mu",156.724099936695,157.29348404963,"sigma",8.0219402790504,7.18716898793119,0.702077702027369,TRUE,TRUE
"MIMIC-III",605,302001,312000,"gamma",0.0640000000130385,0.00200000000768341,35843.49226717,13733.0375669112,31.9999998835847,"shape",322.383657905949,525.681586218681,"rate",2.05701592809979,3.33968205153756,102.290297218085,TRUE,TRUE
"MIMIC-III",606,302501,312500,"normal",0.00800000000162981,0.00099999998928979,35297.6732095145,13823.1372318896,8.00000008731149,"mu",156.803387968831,157.349524076605,"sigma",8.25507078548721,7.43303072652231,0.684088083369253,TRUE,TRUE
"MIMIC-III",606,302501,312500,"gamma",0.0570000000006985,0.00099999998928979,36074.2441093077,13997.8783142616,57.0000006111804,"shape",308.183011576831,430.649279626165,"rate",1.96541284705202,2.73699614531054,61.6189256737966,TRUE,TRUE
"MIMIC-III",607,303001,313000,"normal",0.00800000000162981,0.00099999998928979,35591.5047136573,14124.2148871402,8.00000008731149,"mu",156.994300358574,157.442057359,"sigma",8.50124297632492,7.81949704393647,0.564751466407428,TRUE,TRUE
"MIMIC-III",607,303001,313000,"gamma",0.0720000000146683,0.00099999998928979,36330.1845680682,14297.634991081,72.0000007858034,"shape",293.446290869521,404.442876045629,"rate",1.86915239456551,2.56835179475025,55.8478922881462,TRUE,TRUE
"MIMIC-III",608,303501,313500,"normal",0.00799999997252598,0,35772.2379795002,14364.2838800962,NA,"mu",156.691821097439,157.093357640852,"sigma",8.65628048770746,8.02258932744175,0.517613851839065,TRUE,TRUE
"MIMIC-III",608,303501,313500,"gamma",0.104999999981374,0.0029999999969732,36475.7232253611,14534.7495470487,35.0000000291038,"shape",283.91311851571,382.622526288262,"rate",1.81192028599647,2.43516991002391,49.6663286982896,TRUE,TRUE
"MIMIC-III",609,304001,314000,"normal",0.00800000000162981,0,35841.6552587928,14440.5354076299,NA,"mu",156.515100873667,156.913217115243,"sigma",8.71658009587128,8.08819591533624,0.513250211055362,TRUE,TRUE
"MIMIC-III",609,304001,314000,"gamma",0.0620000000053551,0.00200000000768341,36529.2440724141,14608.5346565947,30.9999998835847,"shape",280.265261086522,375.775314203493,"rate",1.79065695807387,2.39433276201529,48.0568644604565,TRUE,TRUE
"MIMIC-III",610,304501,314500,"normal",0.0100000000093132,0.00099999998928979,36401.7968366672,15096.6585918502,10.0000001164153,"mu",156.175097525604,156.629722928446,"sigma",9.21876811163549,8.34592163133035,0.663735941573682,TRUE,TRUE
"MIMIC-III",610,304501,314500,"gamma",0.0720000000146683,0.0029999999969732,37147.6250927906,15285.8197931169,24.0000000291038,"shape",246.497833503674,356.270931167561,"rate",1.57834240729847,2.27391278507379,55.2343340208309,TRUE,TRUE
"MIMIC-III",611,305001,315000,"normal",0.010999999998603,0,36394.1461890659,15102.1022489278,NA,"mu",155.953114284551,156.42557397089,"sigma",9.21169502182595,8.35035384701855,0.666900430572998,TRUE,TRUE
"MIMIC-III",611,305001,315000,"gamma",0.0689999999885913,0.00200000000768341,37129.5563344638,15286.2302418745,34.4999998617568,"shape",246.6882445084,355.30784778161,"rate",1.58181019447617,2.27072930067084,54.6542611897023,TRUE,TRUE
"MIMIC-III",612,305501,315500,"normal",0.00800000000162981,0.00100000001839362,36284.8600141285,14910.3558911811,7.99999985448085,"mu",156.029798926731,156.451908233397,"sigma",9.11159276563617,8.17956958356412,0.677066244369176,TRUE,TRUE
"MIMIC-III",612,305501,315500,"gamma",0.0559999999823049,0.00200000000768341,37036.045403277,15090.8462474383,27.9999998835847,"shape",251.617779037682,370.913813662718,"rate",1.61262275111663,2.37006370621209,60.026737790066,TRUE,TRUE
"MIMIC-III",613,306001,316000,"normal",0.0059999999939464,0.00099999998928979,36379.1730792364,15019.4859589254,6.00000005820766,"mu",156.294503786252,156.732877507358,"sigma",9.19793315153119,8.27621257408501,0.680047149275972,TRUE,TRUE
"MIMIC-III",613,306001,316000,"gamma",0.0540000000037253,0.00100000001839362,37128.3903663754,15206.26881752,53.9999990104698,"shape",247.830996259307,363.053154234422,"rate",1.58566626973485,2.31567282136411,57.9760822633723,TRUE,TRUE
"MIMIC-III",614,306501,316500,"normal",0.00800000000162981,0,36380.8576262458,14973.7560289185,NA,"mu",156.541485257042,156.961418891349,"sigma",9.19950274340493,8.23586757951374,0.691784399099024,TRUE,TRUE
"MIMIC-III",614,306501,316500,"gamma",0.0669999999809079,0.00200000000768341,37139.864432889,15164.0012792694,33.4999998617568,"shape",248.044731240559,367.539964012759,"rate",1.58452998286256,2.34087291813766,60.1257878537374,TRUE,TRUE
